Parm;PM10;NO2;NO;NOX;IQA;clusters
13/10/2021 20:00;37.8;5.7;1.57;8.09;76;2
13/10/2021 22:00;37.8;6.49;1.67;9.08;76;2
14/10/2021 00:00;37.8;7.04;2.04;10.17;76;2
14/10/2021 02:00;37.8;10.67;2.09;13.89;76;2
14/10/2021 04:00;37.8;12.26;2.08;15.44;76;2
14/10/2021 06:00;37.8;16.69;2.94;21.18;76;2
14/10/2021 08:00;37.8;12.47;1.24;14.37;76;2
14/10/2021 10:00;37.8;15.11;0.9;16.49;76;2
14/10/2021 12:00;37.8;16.27;1.1;17.96;76;2
14/10/2021 14:00;37.8;19.34;1.89;22.24;76;2
14/10/2021 16:00;20.2;15.79;1.44;17.99;40;3
14/10/2021 18:00;20.2;17.7;2.52;21.55;40;3
14/10/2021 20:00;20.2;11.22;1.05;12.84;40;3
14/10/2021 22:00;20.2;14;1.45;16.22;40;3
15/10/2021 00:00;20.2;22.79;3.55;28.21;40;4
15/10/2021 02:00;20.2;13.34;0.9;14.72;40;3
15/10/2021 16:00;20.2;8.42;1.43;10.63;40;3
15/10/2021 18:00;20.2;10.86;1.77;13.57;40;3
15/10/2021 20:00;20.2;10.26;1.07;11.9;40;3
15/10/2021 22:00;20.2;8.01;1.57;10.42;40;3
16/10/2021 00:00;20.2;7.33;1.49;9.63;40;3
16/10/2021 02:00;20.2;5.58;1.16;7.37;40;3
16/10/2021 04:00;20.2;3.92;0.75;5.06;40;3
16/10/2021 06:00;20.2;3.41;0.72;4.51;40;3
16/10/2021 08:00;20.2;3.73;1.14;5.47;40;3
16/10/2021 10:00;20.2;4.78;1.12;6.49;40;3
16/10/2021 12:00;20.2;5.38;0.98;6.89;40;3
16/10/2021 14:00;20.2;7.18;1.15;8.94;40;3
16/10/2021 16:00;20.2;12.35;1.18;14.16;40;3
16/10/2021 18:00;20.2;20.7;0.89;22.06;40;3
16/10/2021 20:00;20.2;21.52;2.28;24.99;40;3
16/10/2021 22:00;20.2;12.51;0.76;13.64;40;3
17/10/2021 00:00;20.2;11.56;0.43;12.23;40;3
17/10/2021 02:00;36.8;10.62;0.61;11.55;74;2
17/10/2021 04:00;36.8;12.92;0.55;13.77;74;2
17/10/2021 06:00;36.8;9.81;0.7;10.88;74;2
17/10/2021 08:00;36.8;11.13;0.6;12.05;74;2
17/10/2021 10:00;36.8;25.1;4.05;31.29;74;2
17/10/2021 12:00;36.8;23.02;5.26;31.1;74;2
17/10/2021 14:00;36.8;9.01;1.32;11.02;74;2
17/10/2021 16:00;36.8;23.69;6.57;33.84;74;2
17/10/2021 18:00;36.8;13.39;1.97;16.4;74;2
17/10/2021 20:00;36.8;8.71;1.33;10.74;74;2
17/10/2021 22:00;36.8;11.06;2.14;14.34;74;2
18/10/2021 00:00;36.8;9.97;1.47;12.23;74;2
18/10/2021 02:00;36.8;8.39;1.28;10.36;74;2
18/10/2021 04:00;36.8;5.76;0.55;6.6;74;2
18/10/2021 06:00;36.8;2.96;0.52;3.75;74;2
18/10/2021 08:00;36.8;2.75;0.85;4.05;74;2
18/10/2021 10:00;36.8;2.75;0.62;3.69;74;2
18/10/2021 12:00;36.8;3.5;0.85;4.8;74;2
18/10/2021 14:00;36.8;3.98;0.85;5.28;74;2
18/10/2021 16:00;36.8;3.57;0.64;4.56;74;2
18/10/2021 18:00;36.8;3.24;0.49;4;74;2
18/10/2021 20:00;36.8;3.43;0.73;4.54;74;2
18/10/2021 22:00;36.8;6.31;0.61;7.26;74;2
19/10/2021 00:00;36.8;6.6;0.59;7.49;74;2
19/10/2021 02:00;63.9;7.04;0.57;7.92;128;1
19/10/2021 04:00;63.9;8.44;0.86;9.77;128;1
19/10/2021 06:00;63.9;7.65;0.7;8.72;128;1
19/10/2021 08:00;63.9;7.45;0.7;8.53;128;1
19/10/2021 10:00;63.9;9.99;0.83;11.26;128;1
19/10/2021 12:00;63.9;17.04;1.18;18.84;128;1
19/10/2021 14:00;63.9;17.16;4.38;23.83;128;1
19/10/2021 16:00;63.9;12.93;3.5;18.3;128;1
19/10/2021 18:00;63.9;15.74;3;20.35;128;1
19/10/2021 20:00;63.9;18.24;2.77;22.5;128;1
19/10/2021 22:00;63.9;18.18;3.9;24.17;128;1
20/10/2021 00:00;63.9;11.41;1.73;14.06;128;1
20/10/2021 02:00;63.9;7.22;1.09;8.9;128;1
20/10/2021 04:00;63.9;6.46;1.23;8.34;128;1
20/10/2021 06:00;63.9;10.16;1.32;12.2;128;1
20/10/2021 08:00;63.9;4.97;1.1;6.66;128;1
20/10/2021 10:00;63.9;5.6;0.74;6.74;128;1
20/10/2021 12:00;63.9;6.5;0.72;7.61;128;1
20/10/2021 14:00;63.9;7.22;0.86;8.53;128;1
20/10/2021 16:00;63.9;5.78;0.64;6.75;128;1
20/10/2021 18:00;63.9;6.15;0.72;7.26;128;1
20/10/2021 20:00;63.9;6.32;0.81;7.56;128;1
20/10/2021 22:00;63.9;7.05;0.78;8.25;128;1
21/10/2021 00:00;71.5;7.27;0.69;8.33;143;1
21/10/2021 02:00;71.5;7.62;0.98;9.13;143;1
21/10/2021 04:00;71.5;7.19;0.73;8.31;143;1
21/10/2021 06:00;71.5;9.39;1.35;11.47;143;1
21/10/2021 08:00;71.5;16.49;4.46;23.34;143;1
21/10/2021 10:00;71.5;14.22;2.68;18.33;143;1
21/10/2021 12:00;71.5;14.55;2.87;18.94;143;1
21/10/2021 14:00;71.5;13.77;3.39;18.98;143;1
21/10/2021 16:00;71.5;14.44;3.57;19.93;143;1
21/10/2021 18:00;71.5;8.55;2.39;12.22;143;1
21/10/2021 20:00;71.5;12.71;3.23;17.64;143;1
21/10/2021 22:00;71.5;13.52;2.67;17.6;143;1
22/10/2021 00:00;71.5;11.09;2.04;14.22;143;1
22/10/2021 04:00;71.5;8.64;1.88;11.51;143;1
22/10/2021 06:00;71.5;4.67;0.86;5.99;143;1
22/10/2021 08:00;71.5;6.29;1.34;8.35;143;1
22/10/2021 10:00;71.5;11.19;2.16;14.5;143;1
22/10/2021 12:00;71.5;9.57;1.11;11.27;143;1
22/10/2021 14:00;71.5;3.49;0.62;4.44;143;1
22/10/2021 16:00;71.5;6.01;0.6;6.93;143;1
22/10/2021 18:00;71.5;6.4;0.54;7.24;143;1
22/10/2021 20:00;71.5;3.92;0.74;5.05;143;1
22/10/2021 22:00;71.5;6.55;0.96;8.02;143;1
23/10/2021 00:00;71.5;9.77;1.73;12.42;143;1
23/10/2021 02:00;25.4;6.75;0.87;8.08;51;3
23/10/2021 04:00;25.4;3.02;1.04;4.63;51;3
23/10/2021 06:00;25.4;1.56;0.77;2.74;51;3
23/10/2021 08:00;25.4;7.5;2.44;11.23;51;3
23/10/2021 10:00;25.4;17.15;2.88;21.56;51;3
23/10/2021 12:00;25.4;10.77;4.35;17.46;51;3
23/10/2021 14:00;25.4;9.41;2.92;13.89;51;3
23/10/2021 16:00;25.4;9.78;3.04;14.44;51;3
23/10/2021 18:00;25.4;10.75;2.48;14.56;51;3
23/10/2021 20:00;25.4;11.82;2.6;15.82;51;3
23/10/2021 22:00;25.4;8.59;1.91;11.51;51;3
24/10/2021 00:00;25.4;6.15;1.58;8.57;51;3
24/10/2021 02:00;25.4;5.92;1.95;8.92;51;3
24/10/2021 04:00;25.4;5.62;1.63;8.11;51;3
24/10/2021 06:00;25.4;6.14;1.6;8.59;51;3
24/10/2021 08:00;25.4;8.82;1.75;11.49;51;3
24/10/2021 10:00;25.4;12.1;1.83;14.9;51;3
24/10/2021 12:00;25.4;20.04;2.86;24.43;51;3
24/10/2021 14:00;25.4;19.79;2.1;23.03;51;3
24/10/2021 16:00;25.4;21.43;1.07;23.08;51;3
24/10/2021 18:00;25.4;20.26;1.09;21.94;51;3
24/10/2021 20:00;25.4;16.48;1.38;18.59;51;3
24/10/2021 22:00;23;10.83;0.75;11.97;46;3
25/10/2021 00:00;23;9.87;2.88;14.28;46;3
25/10/2021 02:00;23;6.32;0.59;7.23;46;3
25/10/2021 04:00;23;18.52;4.24;24.96;46;3
25/10/2021 06:00;23;20.65;3.27;25.67;46;3
25/10/2021 08:00;23;12.36;2.04;15.48;46;3
25/10/2021 10:00;23;12.3;3.97;18.4;46;3
25/10/2021 12:00;23;10.83;3;15.44;46;3
25/10/2021 14:00;23;10.23;2.58;14.18;46;3
25/10/2021 16:00;23;9.82;2.17;13.14;46;3
25/10/2021 18:00;23;10.67;2.28;14.17;46;3
25/10/2021 20:00;23;9.02;2.67;13.12;46;3
25/10/2021 22:00;23;6.89;1.89;9.8;46;3
26/10/2021 00:00;23;4.97;1.22;6.84;46;3
26/10/2021 02:00;23;5.76;1.33;7.8;46;3
26/10/2021 04:00;23;6.47;1.66;9.01;46;3
26/10/2021 06:00;23;8.11;1.93;11.08;46;3
26/10/2021 08:00;23;10.2;1.86;13.06;46;3
26/10/2021 10:00;23;10.42;1.73;13.08;46;3
26/10/2021 12:00;23;17.89;2.67;21.98;46;3
26/10/2021 14:00;23;17.08;2.42;20.79;46;3
26/10/2021 16:00;23;13.45;3.21;18.4;46;3
26/10/2021 18:00;23;19.76;3.34;24.88;46;3
26/10/2021 20:00;23;11.63;2.02;14.72;46;3
26/10/2021 22:00;16.1;6.48;0.97;7.97;32;0
27/10/2021 00:00;16.1;6.58;1.27;8.5;32;0
27/10/2021 02:00;16.1;6.95;1.12;8.66;32;0
27/10/2021 04:00;16.1;12.02;1.17;13.82;32;0
27/10/2021 06:00;16.1;20.55;2.69;24.67;32;0
27/10/2021 08:00;16.1;12.2;2.7;16.35;32;0
27/10/2021 10:00;16.1;11.08;2.78;15.33;32;0
27/10/2021 12:00;16.1;9.4;2.31;12.94;32;0
27/10/2021 14:00;16.1;8.44;2.01;11.53;32;0
27/10/2021 16:00;16.1;7.54;2.19;10.9;32;0
27/10/2021 18:00;16.1;5.23;1.71;7.84;32;0
27/10/2021 20:00;16.1;5.35;1.74;8.03;32;0
27/10/2021 22:00;16.1;4.01;1.05;5.64;32;0
28/10/2021 00:00;16.1;5.22;1.79;7.97;32;0
28/10/2021 02:00;16.1;7.48;1.88;10.36;32;0
28/10/2021 04:00;16.1;8.87;2.08;12.05;32;0
28/10/2021 06:00;16.1;13.87;2.77;18.1;32;0
28/10/2021 08:00;16.1;15.88;1.61;18.34;32;0
28/10/2021 10:00;16.1;16.58;2.82;20.89;32;0
28/10/2021 12:00;16.1;16.36;4.8;23.73;32;0
28/10/2021 14:00;16.1;16.48;4.23;22.96;32;0
28/10/2021 16:00;16.1;10.59;1.74;13.19;32;0
28/10/2021 18:00;17;4.34;0.78;5.54;34;0
28/10/2021 20:00;17;3.92;0.56;4.77;34;0
28/10/2021 22:00;17;4.49;0.58;5.38;34;0
29/10/2021 00:00;17;2.69;0.54;3.52;34;0
29/10/2021 02:00;17;3.67;0.77;4.85;34;0
29/10/2021 04:00;17;5.15;0.81;6.39;34;0
29/10/2021 06:00;17;4.06;0.88;5.42;34;0
29/10/2021 08:00;17;3.69;0.77;4.87;34;0
29/10/2021 10:00;17;3.16;1.21;5.01;34;0
29/10/2021 12:00;17;4.01;1.26;5.93;34;0
29/10/2021 14:00;17;4.73;1.54;7.09;34;0
29/10/2021 16:00;17;6.42;1.54;8.78;34;0
29/10/2021 18:00;17;4.44;1.09;6.1;34;0
29/10/2021 20:00;17;4.01;1.01;5.56;34;0
29/10/2021 22:00;17;3.47;0.92;4.88;34;0
30/10/2021 00:00;17;1.33;0.99;2.85;34;0
30/10/2021 02:00;17;1.67;0.82;2.92;34;0
30/10/2021 04:00;17;2.31;0.69;3.37;34;0
30/10/2021 06:00;17;2.42;0.61;3.36;34;0
30/10/2021 08:00;17;2.71;0.72;3.81;34;0
30/10/2021 10:00;17;4.1;0.68;5.13;34;0
30/10/2021 12:00;17;7.56;0.69;8.63;34;0
30/10/2021 14:00;17;9.27;0.66;10.28;34;0
30/10/2021 16:00;17;9.49;0.98;11;34;0
30/10/2021 18:00;17.5;6.58;0.62;7.53;35;0
30/10/2021 20:00;17.5;4.15;0.94;5.58;35;0
30/10/2021 22:00;17.5;3.21;0.7;4.28;35;0
31/10/2021 00:00;17.5;5.55;2.07;8.74;35;0
31/10/2021 02:00;17.5;19.13;3.3;24.19;35;0
31/10/2021 04:00;17.5;10.78;2.42;14.51;35;0
31/10/2021 06:00;17.5;7.25;1.6;9.69;35;0
31/10/2021 08:00;17.5;7.88;2.01;10.95;35;0
31/10/2021 10:00;17.5;7.57;2.52;11.43;35;0
31/10/2021 12:00;17.5;9.89;3.15;14.72;35;0
31/10/2021 14:00;17.5;8.16;2.28;11.65;35;0
31/10/2021 16:00;17.5;6.62;1.83;9.44;35;0
31/10/2021 18:00;17.5;7.1;2.06;10.25;35;0
31/10/2021 20:00;17.5;8.18;2.15;11.48;35;0
31/10/2021 22:00;17.5;9.21;2.01;12.28;35;0
01/11/2021 00:00;17.5;10.12;2.48;13.93;35;0
01/11/2021 02:00;17.5;10.52;2.23;13.94;35;0
01/11/2021 04:00;17.5;16.15;3.13;20.94;35;0
01/11/2021 06:00;17.5;10.66;1.81;13.45;35;0
01/11/2021 08:00;17.5;7.74;1.24;9.63;35;0
01/11/2021 10:00;17.5;7.6;1.11;9.3;35;0
01/11/2021 12:00;17.5;7.69;0.91;9.09;35;0
01/11/2021 14:00;15.6;8.59;1.44;10.79;31;0
01/11/2021 16:00;15.6;7.14;1.07;8.79;31;0
01/11/2021 18:00;15.6;5.44;0.77;6.64;31;0
01/11/2021 20:00;15.6;7.12;1.01;8.68;31;0
01/11/2021 22:00;15.6;12.51;1.78;15.25;31;0
02/11/2021 06:00;15.6;12.36;2.69;16.49;31;0
02/11/2021 08:00;15.6;10.51;3.31;15.59;31;0
02/11/2021 10:00;15.6;13.67;5.15;21.56;31;0
02/11/2021 12:00;15.6;12.75;3.97;18.85;31;0
02/11/2021 14:00;15.6;8.62;2.31;12.12;31;0
02/11/2021 16:00;15.6;9.42;2.75;13.63;31;0
02/11/2021 18:00;15.6;12.53;3.43;17.78;31;0
02/11/2021 20:00;15.6;7.27;1.88;10.15;31;0
02/11/2021 22:00;15.6;5.41;1.58;7.82;31;0
03/11/2021 00:00;15.6;5.66;1.37;7.77;31;0
03/11/2021 02:00;15.6;6.71;1.78;9.44;31;0
03/11/2021 06:00;15.6;8.24;2.14;11.52;31;0
03/11/2021 08:00;15.6;9.72;2.32;13.27;31;0
03/11/2021 10:00;15.6;11.41;2.12;14.67;31;0
03/11/2021 12:00;15.6;17.63;2.88;22.05;31;0
03/11/2021 14:00;15.6;12.74;0.8;13.97;31;0
03/11/2021 16:00;15.6;14.28;2.57;18.24;31;0
03/11/2021 18:00;15.6;15.89;2.11;19.13;31;0
03/11/2021 20:00;15.6;20.6;1.4;22.74;31;0
03/11/2021 22:00;24;14;1.09;15.68;48;3
04/11/2021 08:00;24;12.06;1.28;14.02;48;3
04/11/2021 10:00;24;9.35;1.45;11.58;48;3
04/11/2021 12:00;24;15.96;3.35;21.11;48;3
04/11/2021 14:00;24;17.69;0.77;18.87;48;3
04/11/2021 16:00;24;14.08;3.92;20.1;48;3
04/11/2021 18:00;24;12.28;2.31;15.82;48;3
04/11/2021 20:00;24;7.49;1.45;9.73;48;3
04/11/2021 22:00;24;7.26;1.83;10.06;48;3
05/11/2021 00:00;24;7.9;1.73;10.56;48;3
05/11/2021 02:00;24;6.93;1.65;9.47;48;3
05/11/2021 04:00;24;6.23;1.46;8.46;48;3
05/11/2021 06:00;24;4.85;1.03;6.44;48;3
05/11/2021 08:00;24;5.68;1.4;7.82;48;3
05/11/2021 10:00;24;7.99;1.67;10.56;48;3
05/11/2021 12:00;24;9.46;2;12.52;48;3
05/11/2021 14:00;24;14.24;1.65;16.78;48;3
05/11/2021 16:00;24;17.38;0.76;18.55;48;3
05/11/2021 18:00;24;10.23;0.77;11.42;48;3
05/11/2021 20:00;24;7.32;0.63;8.29;48;3
05/11/2021 22:00;24;5.09;0.69;6.15;48;3
06/11/2021 00:00;24;4.62;0.59;5.51;48;3
06/11/2021 02:00;28.1;3.62;0.73;4.74;56;3
06/11/2021 04:00;28.1;6.15;0.97;7.65;56;3
06/11/2021 06:00;28.1;3.74;0.78;4.94;56;3
06/11/2021 08:00;28.1;3.71;0.61;4.65;56;3
06/11/2021 10:00;28.1;5.07;0.74;6.2;56;3
06/11/2021 12:00;28.1;13.46;1.09;15.13;56;3
06/11/2021 14:00;28.1;6.12;1.09;7.79;56;3
06/11/2021 16:00;28.1;4.6;0.88;5.95;56;3
06/11/2021 18:00;28.1;3.36;0.84;4.65;56;3
06/11/2021 20:00;28.1;3.91;1.18;5.73;56;3
06/11/2021 22:00;28.1;4.05;1.2;5.89;56;3
07/11/2021 00:00;28.1;7.28;2.89;11.7;56;3
07/11/2021 02:00;28.1;8.13;1.46;10.37;56;3
07/11/2021 04:00;28.1;5.78;1.47;8.03;56;3
07/11/2021 06:00;28.1;5.56;1.37;7.66;56;3
07/11/2021 08:00;28.1;5.61;1.14;7.37;56;3
07/11/2021 10:00;28.1;6.05;1.02;7.61;56;3
07/11/2021 12:00;28.1;9.73;1.71;12.36;56;3
07/11/2021 14:00;28.1;9.47;1.03;11.04;56;3
07/11/2021 16:00;28.1;7.36;0.66;8.38;56;3
07/11/2021 18:00;28.1;6.44;0.88;7.79;56;3
07/11/2021 20:00;28.1;6.43;0.8;7.66;56;3
07/11/2021 22:00;28.1;4.87;0.62;5.81;56;3
08/11/2021 00:00;28.1;2.48;0.71;3.57;56;3
08/11/2021 02:00;30.7;2.37;0.59;3.28;61;3
08/11/2021 04:00;30.7;2.37;0.74;3.51;61;3
08/11/2021 06:00;30.7;3.74;0.69;4.8;61;3
08/11/2021 08:00;30.7;12.57;3.15;17.41;61;3
08/11/2021 10:00;30.7;22.68;1.94;25.66;61;3
08/11/2021 12:00;30.7;17.89;2.3;21.4;61;3
08/11/2021 14:00;30.7;12.8;2.82;17.13;61;3
08/11/2021 16:00;30.7;17.5;3.28;22.53;61;3
08/11/2021 18:00;30.7;15.1;3.11;19.86;61;3
08/11/2021 20:00;30.7;16.92;3.26;21.93;61;3
08/11/2021 22:00;30.7;10.35;1.56;12.74;61;3
09/11/2021 00:00;30.7;7.8;1.84;10.62;61;3
09/11/2021 02:00;30.7;5.58;1.9;8.51;61;3
09/11/2021 04:00;30.7;6.95;1.92;9.89;61;3
09/11/2021 06:00;30.7;8.38;2.25;11.82;61;3
09/11/2021 08:00;30.7;9.77;2.23;13.18;61;3
09/11/2021 16:00;30.7;12.74;2.39;16.41;61;3
09/11/2021 18:00;30.7;13.41;2.12;16.66;61;3
09/11/2021 20:00;30.7;13.15;1.74;15.82;61;3
09/11/2021 22:00;30.7;13.52;1.18;15.33;61;3
10/11/2021 00:00;30.7;11.13;1.07;12.77;61;3
10/11/2021 02:00;30.7;7.26;1.11;8.97;61;3
10/11/2021 04:00;18.8;10.15;1.63;12.65;38;3
10/11/2021 06:00;18.8;9.41;3.53;14.82;38;3
10/11/2021 08:00;18.8;5.48;1.01;7.03;38;0
10/11/2021 12:00;18.8;11.38;2.4;15.06;38;3
10/11/2021 14:00;18.8;22.06;4.63;29.16;38;4
10/11/2021 16:00;18.8;12.84;2.07;16.02;38;3
10/11/2021 18:00;18.8;14.03;3.11;18.79;38;3
10/11/2021 20:00;18.8;8.33;2.28;11.82;38;0
10/11/2021 22:00;18.8;9.04;2.59;13;38;0
11/11/2021 00:00;18.8;8.23;2.21;11.61;38;0
11/11/2021 02:00;18.8;11.17;2.8;15.46;38;3
11/11/2021 04:00;18.8;9.03;2.29;12.54;38;0
11/11/2021 06:00;18.8;6.79;1.45;9;38;0
11/11/2021 08:00;18.8;5.31;1.19;7.12;38;0
11/11/2021 10:00;18.8;5.15;1.38;7.26;38;0
11/11/2021 14:00;18.8;5.95;1.53;8.29;38;0
11/11/2021 16:00;18.8;6.49;1.86;9.34;38;0
11/11/2021 18:00;18.8;8.67;2.37;12.31;38;0
11/11/2021 20:00;18.8;13.75;2.2;17.13;38;3
11/11/2021 22:00;18.8;17.84;1.74;20.51;38;3
12/11/2021 00:00;18.8;17.77;1.59;20.2;38;3
12/11/2021 02:00;18.8;16.28;4.51;23.15;38;3
12/11/2021 04:00;18.8;13.9;1.48;16.17;38;3
12/11/2021 06:00;18.8;16.17;1.97;19.18;38;3
12/11/2021 08:00;17;11.89;1.29;13.86;34;0
12/11/2021 10:00;17;14.24;3.39;19.44;34;0
12/11/2021 12:00;17;9.39;1.28;11.36;34;0
12/11/2021 14:00;17;14.66;4.08;20.91;34;0
12/11/2021 16:00;17;18.68;2.59;22.67;34;0
12/11/2021 18:00;17;15.72;1.82;18.52;34;0
12/11/2021 20:00;17;11.37;2.23;14.78;34;0
12/11/2021 22:00;17;7.94;1.89;10.84;34;0
13/11/2021 00:00;17;6.97;1.97;9.98;34;0
13/11/2021 02:00;17;8.33;2.15;11.64;34;0
13/11/2021 04:00;17;6.94;1.79;9.69;34;0
13/11/2021 06:00;17;5.13;1.21;6.98;34;0
13/11/2021 08:00;17;4.46;1.08;6.13;34;0
13/11/2021 10:00;17;4.29;1.13;6.02;34;0
13/11/2021 12:00;17;4.64;1.09;6.3;34;0
13/11/2021 14:00;17;5.42;1.29;7.39;34;0
13/11/2021 16:00;17;6.96;1.59;9.39;34;0
13/11/2021 18:00;17;10.41;1.6;12.85;34;0
13/11/2021 20:00;17;13.23;1.62;15.72;34;0
13/11/2021 22:00;17;8.25;0.95;9.7;34;0
14/11/2021 00:00;17;7.59;0.99;9.11;34;0
14/11/2021 02:00;17;6.77;1.23;8.67;34;0
14/11/2021 04:00;17;26.44;7.29;37.63;34;4
14/11/2021 06:00;21.5;10.59;1.51;12.87;43;3
14/11/2021 08:00;21.5;5.52;0.79;6.74;43;3
14/11/2021 10:00;21.5;4.17;0.81;5.41;43;3
14/11/2021 12:00;21.5;21.84;4.72;29.08;43;4
14/11/2021 14:00;21.5;29.03;5.91;38.06;43;4
14/11/2021 16:00;21.5;22.1;4.02;28.25;43;4
14/11/2021 18:00;21.5;15.92;2.87;20.32;43;3
14/11/2021 20:00;21.5;12;2.69;16.13;43;3
14/11/2021 22:00;21.5;15.25;3.26;20.26;43;3
15/11/2021 00:00;21.5;11.65;2.77;15.89;43;3
15/11/2021 02:00;21.5;8.91;2.03;12.03;43;3
15/11/2021 04:00;21.5;8.64;2.38;12.28;43;3
15/11/2021 06:00;21.5;5.9;1.46;8.14;43;3
15/11/2021 08:00;21.5;5.93;1.67;8.5;43;3
15/11/2021 10:00;21.5;3.98;1.42;6.15;43;3
15/11/2021 12:00;21.5;6.53;1.74;9.2;43;3
15/11/2021 14:00;21.5;7.41;1.6;9.86;43;3
15/11/2021 16:00;21.5;9.16;1.77;11.87;43;3
15/11/2021 18:00;21.5;10.69;1.57;13.1;43;3
15/11/2021 20:00;21.5;14.91;1.01;16.47;43;3
15/11/2021 22:00;21.5;14.28;0.62;15.22;43;3
16/11/2021 00:00;21.5;12.43;0.75;13.58;43;3
16/11/2021 02:00;21.5;7.6;0.61;8.53;43;3
16/11/2021 04:00;21.5;7.55;0.82;8.81;43;3
16/11/2021 06:00;22.2;6.05;0.58;6.94;44;3
16/11/2021 08:00;22.2;3.75;0.81;4.99;44;3
16/11/2021 10:00;22.2;5.37;0.76;6.53;44;3
16/11/2021 12:00;22.2;6.41;0.61;7.36;44;3
16/11/2021 14:00;22.2;11.9;1.18;13.7;44;3
16/11/2021 16:00;22.2;8.06;0.81;9.3;44;3
16/11/2021 18:00;22.2;7.08;0.99;8.6;44;3
16/11/2021 20:00;22.2;5.89;0.94;7.33;44;3
16/11/2021 22:00;22.2;4.15;1.1;5.83;44;3
17/11/2021 00:00;22.2;4.06;0.69;5.12;44;3
17/11/2021 02:00;22.2;3.03;0.75;4.18;44;3
17/11/2021 04:00;22.2;2.7;0.94;4.13;44;3
17/11/2021 06:00;22.2;2.84;0.83;4.11;44;3
17/11/2021 08:00;22.2;3.02;0.88;4.39;44;3
17/11/2021 10:00;22.2;3.19;0.99;4.7;44;3
17/11/2021 12:00;22.2;2.93;0.83;4.2;44;3
17/11/2021 14:00;22.2;5.28;1.05;6.88;44;3
17/11/2021 16:00;22.2;8.2;0.82;9.45;44;3
17/11/2021 18:00;22.2;13.63;0.8;14.85;44;3
17/11/2021 20:00;22.2;10.25;0.79;11.47;44;3
17/11/2021 22:00;22.2;9.31;0.71;10.41;44;3
18/11/2021 00:00;22.2;8.97;0.68;10;44;3
18/11/2021 02:00;47;9.11;1.07;10.76;94;2
18/11/2021 04:00;47;10.33;1.56;12.73;94;2
18/11/2021 06:00;47;8.03;0.71;9.11;94;2
18/11/2021 08:00;47;7.19;1.13;8.94;94;2
18/11/2021 10:00;47;7.22;0.6;8.14;94;2
18/11/2021 12:00;47;8.23;1.2;10.07;94;2
18/11/2021 14:00;47;7.19;0.84;8.48;94;2
18/11/2021 16:00;47;9.99;2.08;13.17;94;2
18/11/2021 18:00;47;12.58;2.71;16.73;94;2
18/11/2021 20:00;47;21.67;3.33;26.78;94;2
18/11/2021 22:00;47;10.78;2.61;14.79;94;2
19/11/2021 00:00;47;9.53;2.18;12.87;94;2
19/11/2021 02:00;47;7.34;1.59;9.79;94;2
19/11/2021 04:00;47;5.84;1.53;8.18;94;2
19/11/2021 06:00;47;4.89;1.27;6.84;94;2
19/11/2021 08:00;47;7.01;1.87;9.87;94;2
19/11/2021 10:00;47;9.16;2.16;12.45;94;2
19/11/2021 12:00;47;13.49;2.44;17.24;94;2
19/11/2021 14:00;47;15.17;2.38;18.82;94;2
19/11/2021 16:00;47;16.33;1.81;19.09;94;2
19/11/2021 18:00;47;16.86;1.62;19.34;94;2
19/11/2021 20:00;47;8.04;1.3;10.04;94;2
19/11/2021 22:00;47;6.26;1.12;7.98;94;2
20/11/2021 00:00;47;5.18;0.62;6.14;94;2
20/11/2021 02:00;22.3;3.27;0.58;4.17;45;3
20/11/2021 04:00;22.3;4.1;1.39;6.19;45;3
20/11/2021 06:00;22.3;3.03;0.66;4.04;45;3
20/11/2021 08:00;22.3;10.16;3.65;15.76;45;3
20/11/2021 10:00;22.3;16.34;3.38;21.55;45;3
20/11/2021 12:00;22.3;13.34;4.52;20.27;45;3
20/11/2021 14:00;22.3;9.08;3.32;14.16;45;3
20/11/2021 16:00;22.3;10.17;4.13;16.51;45;3
20/11/2021 18:00;22.3;7.51;2.39;11.18;45;3
20/11/2021 20:00;22.3;9.81;2.24;13.25;45;3
20/11/2021 22:00;22.3;7.59;1.91;10.51;45;3
21/11/2021 00:00;22.3;5.87;1.55;8.26;45;3
21/11/2021 02:00;22.3;6.06;1.96;9.06;45;3
21/11/2021 04:00;22.3;6.38;1.85;9.21;45;3
21/11/2021 06:00;22.3;7.7;1.89;10.6;45;3
21/11/2021 08:00;22.3;8.96;1.86;11.8;45;3
21/11/2021 10:00;22.3;12.14;1.9;15.06;45;3
21/11/2021 12:00;22.3;11.83;1.89;14.74;45;3
21/11/2021 14:00;22.3;9.69;0.93;11.12;45;3
21/11/2021 16:00;22.3;16.63;2.85;21;45;3
21/11/2021 18:00;22.3;8.72;0.87;10.05;45;3
21/11/2021 20:00;22.3;7.42;1.41;9.61;45;3
21/11/2021 22:00;17.3;5.86;0.7;6.92;35;0
22/11/2021 00:00;17.3;4.53;0.83;5.8;35;0
22/11/2021 02:00;17.3;3.83;0.91;5.22;35;0
22/11/2021 08:00;17.3;10.59;2.36;14.21;35;0
22/11/2021 10:00;17.3;16.41;3.39;21.61;35;0
22/11/2021 12:00;17.3;12.37;2.44;16.11;35;0
22/11/2021 14:00;17.3;10.58;3.53;15.99;35;0
22/11/2021 16:00;17.3;8.56;2.89;12.99;35;0
22/11/2021 18:00;17.3;11.37;4.41;18.17;35;0
22/11/2021 20:00;17.3;6.85;1.74;9.51;35;0
