Parm;PM10;NO2;NO;NOX;IQA;clusters
22/11/2021 22:00;17.3;9.06;2.35;12.66;35;0
23/11/2021 00:00;17.3;10.35;2.85;14.73;35;0
23/11/2021 08:00;17.3;8.19;2.29;11.71;35;0
23/11/2021 10:00;17.3;5.39;1.85;8.22;35;0
23/11/2021 12:00;17.3;4.29;1.24;6.19;35;0
23/11/2021 14:00;17.3;6.19;1.66;8.72;35;0
23/11/2021 16:00;17.3;6.19;1.39;8.32;35;0
23/11/2021 18:00;17.3;10.07;2.27;13.55;35;0
23/11/2021 20:00;17.3;10.85;1.75;13.55;35;0
23/11/2021 22:00;17.3;10.77;1.72;13.41;35;0
24/11/2021 00:00;17.3;9.57;1.12;11.29;35;0
24/11/2021 02:00;17.3;7.59;1.21;9.44;35;0
24/11/2021 04:00;17.3;7.1;0.85;8.41;35;0
24/11/2021 06:00;17.3;5.14;0.97;6.63;35;0
24/11/2021 08:00;13.1;4.86;0.51;5.64;26;0
24/11/2021 10:00;13.1;5.58;1.04;7.18;26;0
24/11/2021 12:00;13.1;5.74;0.86;7.05;26;0
24/11/2021 14:00;13.1;9.91;2.54;13.82;26;0
24/11/2021 16:00;13.1;13.65;2.2;17.02;26;0
24/11/2021 18:00;13.1;14.02;2.9;18.48;26;0
24/11/2021 20:00;13.1;12.16;3;16.76;26;0
24/11/2021 22:00;13.1;9.27;2.26;12.74;26;0
25/11/2021 00:00;13.1;8.3;2.08;11.47;26;0
25/11/2021 02:00;13.1;11.31;3.04;15.98;26;0
25/11/2021 04:00;13.1;8.66;1.37;10.78;26;0
25/11/2021 06:00;13.1;7.95;1.14;9.71;26;0
25/11/2021 08:00;13.1;6.31;0.96;7.78;26;0
25/11/2021 10:00;13.1;6.2;0.66;7.18;26;0
26/11/2021 14:00;13.1;6.55;0.87;7.88;26;0
26/11/2021 16:00;13.1;10.59;1.51;12.9;26;0
26/11/2021 18:00;13.1;14.26;2.1;17.47;26;0
26/11/2021 20:00;13.1;15.56;2.76;19.81;26;0
26/11/2021 22:00;13.1;12.43;0.87;13.76;26;0
27/11/2021 00:00;13.1;10.5;0.95;11.95;26;0
27/11/2021 02:00;13.1;8.29;0.94;9.73;26;0
27/11/2021 04:00;13.1;12.2;1.26;14.12;26;0
27/11/2021 06:00;12.6;8.8;0.69;9.85;25;0
27/11/2021 08:00;12.6;7.79;0.88;9.15;25;0
27/11/2021 10:00;12.6;7.84;0.97;9.34;25;0
27/11/2021 12:00;12.6;7.94;1.23;9.83;25;0
27/11/2021 14:00;12.6;8.41;1.5;10.73;25;0
27/11/2021 16:00;12.6;7.99;0.95;9.45;25;0
27/11/2021 18:00;12.6;7.66;1.75;10.34;25;0
27/11/2021 20:00;12.6;7.13;2.08;10.33;25;0
27/11/2021 22:00;12.6;6.32;1.78;9.05;25;0
28/11/2021 00:00;12.6;7.74;2.13;11;25;0
28/11/2021 02:00;12.6;7.24;2.02;10.34;25;0
28/11/2021 04:00;12.6;8.66;1.72;11.3;25;0
28/11/2021 06:00;12.6;6.36;1.42;8.53;25;0
28/11/2021 08:00;12.6;6.32;1.3;8.3;25;0
28/11/2021 10:00;12.6;5.37;1.14;7.13;25;0
28/11/2021 12:00;12.6;5.91;1.15;7.67;25;0
28/11/2021 14:00;12.6;7.32;1.46;9.55;25;0
28/11/2021 16:00;12.6;6.83;1.3;8.82;25;0
28/11/2021 18:00;12.6;8.56;1.63;11.07;25;0
28/11/2021 20:00;12.6;12.6;1.85;15.44;25;0
28/11/2021 22:00;12.6;16.21;1.05;17.82;25;0
29/11/2021 00:00;12.6;20.37;1.48;22.63;25;0
29/11/2021 02:00;12.6;16.2;0.67;17.23;25;0
29/11/2021 04:00;12.6;22.29;1.27;24.23;25;0
29/11/2021 06:00;15.4;19.38;1.09;21.06;31;0
29/11/2021 08:00;15.4;12.39;0.82;13.65;31;0
29/11/2021 10:00;15.4;8.97;0.68;10.03;31;0
29/11/2021 12:00;15.4;11.33;1.53;13.68;31;0
29/11/2021 14:00;15.4;13.01;2.74;17.23;31;0
29/11/2021 16:00;15.4;16.03;3.72;21.75;31;0
29/11/2021 18:00;15.4;11.73;2.61;15.74;31;0
29/11/2021 20:00;15.4;10.7;2.66;14.78;31;0
29/11/2021 22:00;15.4;9.43;2.46;13.19;31;0
30/11/2021 00:00;15.4;9.01;2.87;13.42;31;0
30/11/2021 02:00;15.4;6.89;1.54;9.25;31;0
30/11/2021 04:00;15.4;5.56;1.45;7.78;31;0
30/11/2021 06:00;15.4;5.25;1.46;7.48;31;0
30/11/2021 08:00;15.4;6.29;1.9;9.2;31;0
30/11/2021 10:00;15.4;7.05;1.64;9.57;31;0
30/11/2021 12:00;15.4;9.57;1.79;12.31;31;0
30/11/2021 14:00;15.4;13.07;2.1;16.3;31;0
30/11/2021 16:00;15.4;12.87;2.76;17.1;31;0
30/11/2021 18:00;15.4;10.43;1.2;12.28;31;0
30/11/2021 20:00;15.4;9.59;1.47;11.84;31;0
30/11/2021 22:00;15.4;9.54;1.13;11.28;31;0
01/12/2021 00:00;15.4;9.68;1.45;11.9;31;0
01/12/2021 02:00;17.5;8.81;1.19;10.63;35;0
01/12/2021 04:00;17.5;7.46;0.68;8.5;35;0
01/12/2021 06:00;17.5;6.26;0.81;7.5;35;0
01/12/2021 08:00;17.5;8.83;2.31;12.34;35;0
01/12/2021 10:00;17.5;10.35;1.71;12.97;35;0
01/12/2021 12:00;17.5;9.69;2.55;13.6;35;0
01/12/2021 16:00;17.5;10.12;4.24;16.66;35;0
01/12/2021 18:00;17.5;11.16;3.82;17.01;35;0
01/12/2021 20:00;17.5;9.6;3.33;14.74;35;0
01/12/2021 22:00;17.5;8.32;2.13;11.59;35;0
02/12/2021 00:00;17.5;8.27;2.58;12.22;35;0
02/12/2021 02:00;17.5;8.73;2.63;12.76;35;0
02/12/2021 06:00;17.5;7.08;1.58;9.52;35;0
02/12/2021 08:00;17.5;5.99;1.64;8.49;35;0
02/12/2021 10:00;17.5;7.45;1.81;10.23;35;0
02/12/2021 12:00;17.5;9.56;1.89;12.46;35;0
02/12/2021 14:00;17.5;11.16;2.3;14.68;35;0
02/12/2021 16:00;17.5;14.84;2.41;18.54;35;0
02/12/2021 18:00;17.5;14.82;2.42;18.51;35;0
02/12/2021 20:00;17.5;14.06;1.78;16.78;35;0
02/12/2021 22:00;17.5;17.72;2.04;20.86;35;0
03/12/2021 00:00;17.5;11.77;0.78;12.96;35;0
03/12/2021 02:00;17.5;11.65;0.84;12.95;35;0
03/12/2021 04:00;17.5;11.08;0.95;12.53;35;0
03/12/2021 06:00;22.6;9.58;1.27;11.52;45;3
03/12/2021 08:00;22.6;8.39;2.38;12.02;45;3
03/12/2021 10:00;22.6;6.07;0.78;7.27;45;3
03/12/2021 12:00;22.6;16.25;4.97;23.9;45;3
03/12/2021 14:00;22.6;14.87;3.07;19.58;45;3
03/12/2021 16:00;22.6;14.24;4.35;20.91;45;3
03/12/2021 18:00;22.6;10.88;3.55;16.37;45;3
03/12/2021 20:00;22.6;7.78;2.13;11.05;45;3
03/12/2021 22:00;22.6;7.16;1.74;9.83;45;3
04/12/2021 00:00;22.6;8.48;2.11;11.71;45;3
04/12/2021 02:00;22.6;6.67;1.97;9.7;45;3
04/12/2021 04:00;22.6;6.38;1.68;8.96;45;3
04/12/2021 06:00;22.6;5.11;1.38;7.24;45;3
04/12/2021 08:00;22.6;7.14;1.83;9.95;45;3
04/12/2021 10:00;22.6;9.38;2.32;12.94;45;3
04/12/2021 12:00;22.6;10.99;3.14;15.8;45;3
04/12/2021 14:00;22.6;16.35;3.84;22.22;45;3
04/12/2021 16:00;22.6;24.55;3.01;29.16;45;4
04/12/2021 18:00;22.6;16.49;1.13;18.23;45;3
04/12/2021 20:00;22.6;16.94;1.03;18.53;45;3
04/12/2021 22:00;22.6;12.64;0.83;13.91;45;3
05/12/2021 00:00;22.6;11.08;0.93;12.51;45;3
05/12/2021 02:00;18.9;10.89;0.75;12.03;38;3
05/12/2021 04:00;18.9;8.3;0.79;9.52;38;0
05/12/2021 06:00;18.9;8.2;0.57;9.06;38;0
05/12/2021 08:00;18.9;11.72;2.25;15.17;38;3
05/12/2021 10:00;18.9;14.05;1.74;16.71;38;3
05/12/2021 12:00;18.9;14.63;2.6;18.62;38;3
05/12/2021 14:00;18.9;12.63;2.39;16.27;38;3
05/12/2021 16:00;18.9;13.84;3.98;19.94;38;3
05/12/2021 18:00;18.9;9.62;2.57;13.58;38;3
05/12/2021 20:00;18.9;8.7;2.25;12.17;38;0
05/12/2021 22:00;18.9;7.38;1.99;10.43;38;0
06/12/2021 00:00;18.9;8.92;2.28;12.4;38;0
06/12/2021 02:00;18.9;6.44;1.86;9.27;38;0
09/12/2021 14:00;18.9;5.54;1.39;7.66;38;0
09/12/2021 16:00;18.9;4.91;1.29;6.88;38;0
09/12/2021 18:00;18.9;5.1;1.53;7.44;38;0
09/12/2021 20:00;18.9;5.94;1.67;8.51;38;0
09/12/2021 22:00;18.9;8.68;1.79;11.44;38;0
10/12/2021 00:00;18.9;12.28;2.38;15.94;38;3
10/12/2021 02:00;18.9;18.74;1.47;20.99;38;3
10/12/2021 04:00;18.9;11.19;1.03;12.76;38;3
10/12/2021 06:00;18.9;11.84;1.75;14.53;38;3
10/12/2021 08:00;18.9;11.14;1.52;13.46;38;3
10/12/2021 10:00;18.9;8.32;0.99;9.84;38;0
10/12/2021 12:00;24.1;8.13;0.52;8.94;48;3
10/12/2021 14:00;24.1;6.28;0.94;7.71;48;3
10/12/2021 16:00;24.1;5.28;0.64;6.26;48;3
10/12/2021 18:00;24.1;22.28;6.35;32.02;48;4
10/12/2021 20:00;24.1;24.45;3.08;29.17;48;4
10/12/2021 22:00;24.1;15.41;3.04;20.1;48;3
11/12/2021 00:00;24.1;15.5;3.23;20.44;48;3
11/12/2021 02:00;24.1;15.05;2.31;18.59;48;3
11/12/2021 04:00;24.1;13.36;2.71;17.52;48;3
11/12/2021 06:00;24.1;10.48;2.35;14.08;48;3
11/12/2021 08:00;24.1;7.28;1.85;10.12;48;3
11/12/2021 10:00;24.1;5.72;1.18;7.53;48;3
11/12/2021 12:00;24.1;5.55;1.34;7.6;48;3
11/12/2021 14:00;24.1;6.84;1.33;8.88;48;3
11/12/2021 16:00;24.1;9.68;2.05;12.83;48;3
11/12/2021 18:00;24.1;13.1;2.09;16.32;48;3
11/12/2021 20:00;24.1;16.72;2.16;20.05;48;3
11/12/2021 22:00;24.1;21.4;1.54;23.76;48;3
12/12/2021 00:00;24.1;24.03;4.3;30.63;48;4
12/12/2021 02:00;24.1;19.84;2.14;23.12;48;3
12/12/2021 04:00;24.1;20.49;2.47;24.27;48;3
12/12/2021 06:00;24.1;14.26;0.69;15.32;48;3
12/12/2021 08:00;22.9;17.33;1.22;19.2;46;3
12/12/2021 10:00;22.9;17.27;5.81;26.03;46;3
12/12/2021 12:00;22.9;12.67;0.82;13.93;46;3
12/12/2021 14:00;22.9;26.38;6.63;36.53;46;4
12/12/2021 16:00;22.9;23.32;3.23;28.26;46;4
12/12/2021 18:00;22.9;23.45;3.21;28.38;46;4
12/12/2021 20:00;22.9;13.44;1.4;15.59;46;3
12/12/2021 22:00;22.9;10.7;2.19;14.06;46;3
13/12/2021 00:00;22.9;10.25;2.68;14.36;46;3
13/12/2021 02:00;22.9;10.13;2.61;14.13;46;3
13/12/2021 06:00;22.9;13.56;2.61;17.56;46;3
13/12/2021 08:00;22.9;10.92;2.59;14.89;46;3
13/12/2021 10:00;22.9;7.3;1.51;9.62;46;3
13/12/2021 12:00;22.9;4.14;1.14;5.89;46;3
13/12/2021 14:00;22.9;4.91;1.4;7.05;46;3
13/12/2021 16:00;22.9;5.03;1.72;7.67;46;3
13/12/2021 18:00;22.9;7.24;1.88;10.09;46;3
13/12/2021 20:00;22.9;11.51;2.17;14.84;46;3
13/12/2021 22:00;22.9;9.21;1;10.74;46;3
14/12/2021 00:00;22.9;14.3;0.65;15.29;46;3
14/12/2021 02:00;22.9;15.59;0.43;16.26;46;3
14/12/2021 04:00;22.9;9.22;0.57;10.09;46;3
14/12/2021 06:00;22.9;7.33;0.49;8.08;46;3
14/12/2021 08:00;22.9;5.6;0.63;6.57;46;3
14/12/2021 10:00;20.6;5.06;0.37;5.63;41;3
14/12/2021 12:00;20.6;4.29;0.57;5.16;41;3
14/12/2021 14:00;20.6;4.31;0.71;5.4;41;3
14/12/2021 16:00;20.6;5.84;0.65;6.84;41;3
14/12/2021 18:00;20.6;16.7;1.05;18.31;41;3
14/12/2021 20:00;20.6;10.01;0.75;11.17;41;3
14/12/2021 22:00;20.6;6.44;0.86;7.77;41;3
15/12/2021 00:00;20.6;4.38;0.85;5.68;41;3
15/12/2021 02:00;20.6;4.83;0.95;6.27;41;3
15/12/2021 04:00;20.6;4.29;1.01;5.84;41;3
15/12/2021 06:00;20.6;3.42;0.59;4.32;41;3
15/12/2021 08:00;20.6;3.28;0.7;4.36;41;3
15/12/2021 10:00;20.6;2.92;0.75;4.06;41;3
15/12/2021 12:00;20.6;2.98;0.94;4.42;41;3
15/12/2021 14:00;20.6;2.78;0.77;3.96;41;3
15/12/2021 16:00;20.6;2.68;0.79;3.91;41;3
15/12/2021 18:00;20.6;3.17;0.76;4.34;41;3
15/12/2021 20:00;20.6;4.45;0.49;5.21;41;3
15/12/2021 22:00;20.6;4.5;0.67;5.52;41;3
16/12/2021 00:00;20.6;4.37;0.9;5.74;41;3
16/12/2021 02:00;20.6;4.85;0.68;5.9;41;3
16/12/2021 04:00;20.6;6.03;0.87;7.36;41;3
16/12/2021 06:00;25.3;6.23;0.72;7.33;51;3
16/12/2021 08:00;25.3;5.56;0.72;6.67;51;3
16/12/2021 10:00;25.3;6.19;0.66;7.2;51;3
16/12/2021 12:00;25.3;5.8;0.55;6.64;51;3
16/12/2021 14:00;25.3;11.46;0.64;12.45;51;3
16/12/2021 16:00;25.3;16.05;2.09;19.25;51;3
16/12/2021 18:00;25.3;21.93;1.64;24.44;51;3
16/12/2021 20:00;25.3;12.48;1.3;14.47;51;3
16/12/2021 22:00;25.3;8.41;1.03;9.99;51;3
17/12/2021 00:00;25.3;16.22;3.65;21.83;51;3
17/12/2021 02:00;25.3;8.74;1.83;11.54;51;3
17/12/2021 04:00;25.3;9.3;2.03;12.4;51;3
17/12/2021 06:00;25.3;8.83;1.54;11.19;51;3
17/12/2021 08:00;25.3;7.24;1.47;9.49;51;3
17/12/2021 10:00;25.3;6.08;1.06;7.7;51;3
17/12/2021 12:00;25.3;6.29;0.76;7.45;51;3
17/12/2021 14:00;25.3;6.21;0.76;7.37;51;3
17/12/2021 16:00;25.3;7.43;0.88;8.79;51;3
17/12/2021 18:00;25.3;9.12;0.69;10.18;51;3
17/12/2021 20:00;25.3;10.22;0.65;11.22;51;3
17/12/2021 22:00;25.3;10.02;0.8;11.23;51;3
18/12/2021 00:00;25.3;9.75;0.66;10.77;51;3
18/12/2021 02:00;25.3;8.55;0.99;10.07;51;3
18/12/2021 04:00;25.3;7.13;0.75;8.29;51;3
18/12/2021 06:00;34.8;6.19;0.89;7.56;70;2
18/12/2021 08:00;34.8;4.72;0.76;5.88;70;2
18/12/2021 10:00;34.8;4.7;0.6;5.62;70;2
18/12/2021 12:00;34.8;16.78;4.56;23.75;70;2
18/12/2021 14:00;34.8;23.93;1.33;25.97;70;2
18/12/2021 16:00;34.8;14.67;0.99;16.18;70;2
18/12/2021 18:00;34.8;11.63;1.43;13.82;70;2
18/12/2021 20:00;34.8;13.27;2.01;16.37;70;2
18/12/2021 22:00;34.8;21.63;2.76;25.87;70;2
19/12/2021 00:00;34.8;15.5;1.8;18.25;70;2
19/12/2021 02:00;34.8;10.84;1.39;12.97;70;2
19/12/2021 04:00;34.8;7.54;1.24;9.44;70;2
19/12/2021 06:00;34.8;9.16;1.42;11.34;70;2
19/12/2021 08:00;34.8;8.84;1.29;10.82;70;2
19/12/2021 10:00;34.8;11.83;1.48;14.1;70;2
19/12/2021 12:00;34.8;15.1;1.77;17.81;70;2
19/12/2021 14:00;34.8;18.19;0.97;19.67;70;2
19/12/2021 16:00;34.8;17.57;0.88;18.92;70;2
19/12/2021 18:00;34.8;9.53;0.49;10.27;70;2
19/12/2021 20:00;34.8;9.43;0.75;10.59;70;2
19/12/2021 22:00;34.8;9.79;0.68;10.84;70;2
20/12/2021 00:00;34.8;8.76;0.7;9.83;70;2
20/12/2021 02:00;44.5;8.15;0.72;9.25;89;2
20/12/2021 04:00;44.5;5.17;0.84;6.45;89;2
20/12/2021 06:00;44.5;5.63;0.86;6.95;89;2
20/12/2021 08:00;44.5;23.24;11.04;40.18;89;2
20/12/2021 10:00;44.5;26.71;2.38;30.36;89;2
20/12/2021 12:00;44.5;20.36;1.84;23.19;89;2
20/12/2021 14:00;44.5;17.06;1.76;19.78;89;2
20/12/2021 16:00;44.5;12.13;0.98;13.63;89;2
20/12/2021 18:00;44.5;20.79;5.08;28.68;89;2
20/12/2021 20:00;44.5;9.44;1.54;11.8;89;2
20/12/2021 22:00;44.5;9.65;1.86;12.51;89;2
21/12/2021 00:00;44.5;11.16;1.66;13.7;89;2
21/12/2021 02:00;44.5;10.94;1.19;12.76;89;2
21/12/2021 04:00;44.5;8.6;1.41;10.76;89;2
21/12/2021 06:00;44.5;7.61;1.11;9.32;89;2
21/12/2021 08:00;44.5;10.75;1.73;13.4;89;2
21/12/2021 10:00;44.5;17.81;2.06;20.96;89;2
21/12/2021 12:00;44.5;13.39;1.09;15.05;89;2
21/12/2021 14:00;44.5;22.49;1.74;25.16;89;2
21/12/2021 16:00;44.5;39.6;3.25;44.58;89;2
21/12/2021 18:00;44.5;23.72;3;28.32;89;2
21/12/2021 20:00;44.5;10.92;0.77;12.1;89;2
21/12/2021 22:00;44.5;13.05;1.57;15.45;89;2
22/12/2021 00:00;44.5;13.48;1.39;15.63;89;2
22/12/2021 02:00;53.1;11.17;0.96;12.64;106;2
22/12/2021 04:00;53.1;7.49;0.73;8.62;106;2
22/12/2021 06:00;53.1;6.93;0.67;7.97;106;2
22/12/2021 08:00;53.1;9.96;0.8;11.19;106;2
22/12/2021 10:00;53.1;21.63;1.18;23.44;106;2
22/12/2021 12:00;53.1;15;2.35;18.6;106;2
22/12/2021 14:00;53.1;14.19;2.73;18.39;106;2
22/12/2021 16:00;53.1;10.26;2.43;14;106;2
22/12/2021 18:00;53.1;8.22;2.08;11.42;106;2
22/12/2021 20:00;53.1;11;3.05;15.66;106;2
22/12/2021 22:00;53.1;10.75;1.49;13.03;106;2
23/12/2021 00:00;53.1;7.44;1.18;9.25;106;2
23/12/2021 02:00;53.1;7.78;1.35;9.86;106;2
23/12/2021 04:00;53.1;7.26;1.38;9.36;106;2
23/12/2021 06:00;53.1;7.7;0.92;9.1;106;2
23/12/2021 08:00;53.1;10.26;0.74;11.39;106;2
23/12/2021 10:00;53.1;14.78;0.86;16.11;106;2
23/12/2021 12:00;53.1;7.44;0.58;8.32;106;2
23/12/2021 14:00;53.1;11.17;1.57;13.52;106;2
23/12/2021 16:00;53.1;15.94;2.42;19.65;106;2
23/12/2021 18:00;53.1;16.97;1.78;19.7;106;2
23/12/2021 20:00;53.1;14.84;0.9;16.22;106;2
23/12/2021 22:00;47.3;13.44;1.96;16.4;95;2
24/12/2021 00:00;47.3;11.11;1.33;13.14;95;2
24/12/2021 02:00;47.3;7.38;0.57;8.26;95;2
24/12/2021 04:00;47.3;20.61;5.95;29.74;95;2
24/12/2021 06:00;47.3;24.26;5.32;32.4;95;2
24/12/2021 08:00;47.3;22.93;3.92;28.92;95;2
24/12/2021 10:00;47.3;15.01;1.6;17.48;95;2
24/12/2021 12:00;47.3;13.34;2.65;17.41;95;2
24/12/2021 14:00;47.3;10.05;2.82;14.38;95;2
24/12/2021 16:00;47.3;11.35;2.71;15.51;95;2
24/12/2021 18:00;47.3;18.4;2.8;22.69;95;2
24/12/2021 20:00;47.3;18.13;2.19;21.48;95;2
24/12/2021 22:00;47.3;12.19;1.74;14.87;95;2
25/12/2021 00:00;47.3;8.55;1.81;11.34;95;2
25/12/2021 02:00;47.3;5.91;1.19;7.75;95;2
25/12/2021 04:00;47.3;7.33;1.47;9.58;95;2
25/12/2021 06:00;47.3;8.37;1.64;10.88;95;2
25/12/2021 08:00;47.3;11.57;2.09;14.76;95;2
25/12/2021 10:00;47.3;9.91;1.16;11.7;95;2
25/12/2021 12:00;47.3;12.07;1.07;13.7;95;2
25/12/2021 14:00;47.3;18.88;1.54;21.23;95;2
25/12/2021 16:00;47.3;17.41;1.34;19.45;95;2
25/12/2021 18:00;47.3;23.42;3.16;28.27;95;2
25/12/2021 20:00;47.3;19.38;1.96;22.37;95;2
25/12/2021 22:00;42.2;10.29;0.51;11.08;84;2
26/12/2021 00:00;42.2;10.04;0.82;11.32;84;2
26/12/2021 02:00;42.2;14.32;1.69;16.89;84;2
26/12/2021 04:00;42.2;15.76;3.86;21.66;84;2
26/12/2021 06:00;42.2;26;1.65;28.52;84;2
26/12/2021 08:00;42.2;23.41;3.84;29.28;84;2
26/12/2021 10:00;42.2;15.52;2.72;19.7;84;2
26/12/2021 12:00;42.2;12.42;1.79;15.17;84;2
26/12/2021 14:00;42.2;11.4;1.75;14.09;84;2
26/12/2021 16:00;42.2;8.16;1.21;10;84;2
26/12/2021 18:00;42.2;9.04;1.38;11.14;84;2
26/12/2021 20:00;42.2;6.04;1.08;7.7;84;2
26/12/2021 22:00;42.2;4.27;1.01;5.81;84;2
27/12/2021 00:00;42.2;4.06;1.07;5.7;84;2
27/12/2021 02:00;42.2;5.15;0.97;6.63;84;2
27/12/2021 06:00;42.2;5.23;0.85;6.52;84;2
27/12/2021 08:00;42.2;6.6;0.79;7.81;84;2
27/12/2021 10:00;42.2;6.19;0.6;7.11;84;2
27/12/2021 12:00;42.2;5.69;0.89;7.06;84;2
27/12/2021 14:00;42.2;5.05;0.65;6.03;84;2
27/12/2021 16:00;42.2;3.03;0.55;3.87;84;2
27/12/2021 18:00;42.2;3.78;0.64;4.75;84;2
27/12/2021 20:00;23.9;18.55;0.87;19.9;48;3
27/12/2021 22:00;23.9;8.89;1.16;10.66;48;3
28/12/2021 00:00;23.9;9.22;1.21;11.08;48;3
28/12/2021 02:00;23.9;10.29;1.78;13;48;3
28/12/2021 04:00;23.9;12.82;1.71;15.44;48;3
28/12/2021 06:00;23.9;22.06;3.41;27.26;48;4
28/12/2021 08:00;23.9;27.97;1.93;30.92;48;4
28/12/2021 10:00;23.9;32.31;1.24;34.21;48;4
28/12/2021 12:00;23.9;22.7;0.99;24.22;48;3
28/12/2021 14:00;23.9;18.33;0.93;19.75;48;3
28/12/2021 16:00;23.9;17.34;1.71;19.95;48;3
28/12/2021 18:00;29.7;13.94;1.47;16.2;59;3
28/12/2021 20:00;29.7;8.96;1.15;10.73;59;3
28/12/2021 22:00;29.7;6.13;0.98;7.62;59;3
29/12/2021 00:00;29.7;13.73;1.93;16.69;59;3
29/12/2021 02:00;29.7;26.99;3.85;32.89;59;4
29/12/2021 04:00;29.7;48.96;11.27;66.19;59;4
29/12/2021 06:00;29.7;28.43;5.65;37.1;59;4
29/12/2021 08:00;29.7;12.62;2.09;15.82;59;3
29/12/2021 10:00;29.7;11.79;2.66;15.87;59;3
29/12/2021 12:00;29.7;10.67;2.42;14.38;59;3
29/12/2021 14:00;29.7;9.89;2.21;13.29;59;3
29/12/2021 16:00;29.7;9.22;2.21;12.61;59;3
29/12/2021 18:00;29.7;8.89;1.53;11.24;59;3
29/12/2021 20:00;29.7;8.76;1.79;11.51;59;3
29/12/2021 22:00;29.7;5.37;1.45;7.6;59;3
30/12/2021 00:00;29.7;6.17;1.73;8.82;59;3
30/12/2021 02:00;29.7;8.19;1.81;10.96;59;3
30/12/2021 04:00;29.7;12.75;1.81;15.52;59;3
30/12/2021 06:00;29.7;23.62;2.49;27.44;59;4
30/12/2021 08:00;29.7;40.98;4.99;48.64;59;4
30/12/2021 10:00;29.7;25.85;0.98;27.36;59;4
30/12/2021 12:00;29.7;24.39;1.22;26.25;59;3
30/12/2021 14:00;29.7;28.41;3.9;34.41;59;4
30/12/2021 16:00;29.7;17.03;2.64;21.07;59;3
30/12/2021 18:00;23.1;13.01;3.09;17.72;46;3
30/12/2021 20:00;23.1;9.32;0.98;10.82;46;3
30/12/2021 22:00;23.1;7.51;1.31;9.52;46;3
31/12/2021 00:00;23.1;16.36;3.8;22.18;46;3
31/12/2021 02:00;23.1;28.77;8.7;42.11;46;4
31/12/2021 04:00;23.1;31.19;3.22;36.12;46;4
31/12/2021 06:00;23.1;15.46;2.99;20.04;46;3
31/12/2021 08:00;23.1;11.53;2.28;15.03;46;3
31/12/2021 10:00;23.1;11.01;1.95;13.99;46;3
31/12/2021 12:00;23.1;9.98;2.23;13.4;46;3
31/12/2021 14:00;23.1;7.81;1.79;10.55;46;3
31/12/2021 16:00;23.1;6.13;1.34;8.19;46;3
31/12/2021 18:00;23.1;4.5;1.11;6.2;46;3
31/12/2021 20:00;23.1;4.55;1.53;6.89;46;3
31/12/2021 22:00;23.1;5.6;1.84;8.43;46;3
01/01/2022 00:00;23.1;6.5;1.71;9.13;46;3
01/01/2022 02:00;23.1;9.15;1.98;12.18;46;3
01/01/2022 04:00;23.1;14.36;2.17;17.68;46;3
01/01/2022 06:00;23.1;13.85;1.03;15.45;46;3
01/01/2022 08:00;23.1;20.53;1.02;22.09;46;3
01/01/2022 10:00;23.1;19.97;1.69;22.56;46;3
01/01/2022 12:00;23.1;15.96;2.83;20.3;46;3
01/01/2022 14:00;23.1;13.94;2.37;17.57;46;3
01/01/2022 16:00;25.3;13.01;2.43;16.74;51;3
01/01/2022 18:00;25.3;8.51;1.2;10.36;51;3
01/01/2022 20:00;25.3;7.05;1.12;8.77;51;3
01/01/2022 22:00;25.3;5.38;0.74;6.51;51;3
02/01/2022 00:00;25.3;13.19;2.23;16.61;51;3
02/01/2022 02:00;25.3;13.43;1.51;15.74;51;3
02/01/2022 04:00;25.3;8.24;0.93;9.67;51;3
02/01/2022 06:00;25.3;9.48;2.54;13.39;51;3
02/01/2022 08:00;25.3;6.13;1.81;8.91;51;3
02/01/2022 10:00;25.3;6.88;1.9;9.79;51;3
02/01/2022 12:00;25.3;7.54;1.71;10.17;51;3
02/01/2022 14:00;25.3;5.21;1.65;7.74;51;3
02/01/2022 16:00;25.3;3.7;1.24;5.6;51;3
02/01/2022 18:00;25.3;3.12;1.06;4.76;51;3
02/01/2022 20:00;25.3;3.21;1.31;5.21;51;3
02/01/2022 22:00;25.3;3.58;1.09;5.24;51;3
03/01/2022 00:00;25.3;4.92;1.22;6.8;51;3
03/01/2022 02:00;25.3;5.94;1;7.48;51;3
03/01/2022 04:00;25.3;12.73;1.32;14.76;51;3
03/01/2022 06:00;25.3;16.17;1.24;18.07;51;3
03/01/2022 08:00;25.3;14.44;0.91;15.83;51;3
03/01/2022 10:00;25.3;14.19;0.79;15.42;51;3
03/01/2022 12:00;25.3;9.57;0.62;10.52;51;3
03/01/2022 14:00;25.3;7.28;0.78;8.47;51;3
03/01/2022 16:00;24.5;9.02;1.67;11.57;49;3
03/01/2022 18:00;24.5;10.21;1.29;12.17;49;3
03/01/2022 20:00;24.5;4.32;0.44;4.98;49;3
03/01/2022 22:00;24.5;4.65;0.71;5.74;49;3
04/01/2022 00:00;24.5;4.48;0.9;5.86;49;3
04/01/2022 02:00;24.5;24.03;1.17;25.82;49;3
04/01/2022 04:00;24.5;17.81;1.58;20.25;49;3
04/01/2022 06:00;24.5;10.76;1.13;12.49;49;3
04/01/2022 08:00;24.5;5.76;0.65;6.74;49;3
04/01/2022 10:00;24.5;3.45;0.85;4.76;49;3
04/01/2022 12:00;24.5;3.54;1.05;5.15;49;3
