Parm;PM10;NO2;NO;NOX;IQA;starnuti;tosse;asma;difficolta_respiratorie;mal_di_testa;sonnolenza;occhi_gonfi;lacrimazione;gola_irritata;prurito
15/7/21 6.00 AM;14.90;7.05;1.69;11.55;30;0;0;0;0;0;0;0;0;0;0
15/7/21 8.00 AM;16.12;7.67;2.20;12.94;32;0;0;0;0;0;0;0;0;0;0
15/7/21 10.00 AM;10.01;12.18;3.69;19.76;20;0;0;0;0;0;0;0;0;0;0
15/7/21 12.00 PM;13.68;13.11;4.53;21.98;27;0;0;0;0;0;0;0;0;0;0
15/7/21 2.00 PM;14.65;10.16;3.28;17.11;29;0;0;0;0;0;0;0;0;0;0
15/7/21 4.00 PM;17.83;8.98;3.09;15.62;36;0;0;0;0;0;0;0;0;0;0
15/7/21 6.00 PM;19.29;14.67;5.75;25.42;39;0;0;0;0;0;0;0;0;0;0
15/7/21 8.00 PM;18.56;15.34;2.32;20.83;37;0;0;0;0;0;0;0;0;0;0
15/7/21 10.00 PM;15.14;15.06;1.22;18.87;30;0;0;0;0;0;0;0;0;0;0
16/7/21 12.00 AM;12.70;9.18;1.22;12.96;25;0;0;0;0;0;0;0;0;0;0
16/7/21 2.00 AM;14.90;3.42;1.03;6.88;30;0;0;0;0;0;0;0;0;0;0
16/7/21 4.00 AM;25.40;2.68;1.08;6.22;51;0;0;0;0;0;0;0;0;0;0
16/7/21 6.00 AM;50.79;8.70;1.74;13.27;102;0;0;0;0;0;0;0;0;0;0
16/7/21 8.00 AM;25.40;9.63;2.10;14.76;51;0;0;0;0;0;0;0;0;0;0
16/7/21 10.00 AM;12.70;17.12;4.99;26.71;25;0;0;0;0;0;0;0;0;0;0
16/7/21 12.00 PM;6.35;15.68;4.49;24.50;13;0;0;0;0;0;0;0;0;0;0
16/7/21 2.00 PM;33.94;7.63;2.57;13.48;68;0;0;0;0;0;0;0;0;0;0
16/7/21 4.00 PM;16.85;6.95;2.41;12.54;34;0;0;0;0;0;0;0;0;0;0
16/7/21 6.00 PM;13.68;13.87;4.54;22.77;27;0;0;0;0;0;0;0;0;0;0
16/7/21 8.00 PM;9.04;13.28;2.58;19.17;18;0;0;0;0;0;0;0;0;0;0
16/7/21 10.00 PM;11.48;7.05;1.34;11.00;23;0;0;0;0;0;0;0;0;0;0
17/7/21 12.00 AM;23.44;4.93;1.32;8.84;47;0;0;0;0;0;0;0;0;0;0
17/7/21 2.00 AM;18.07;3.62;1.13;7.25;36;0;0;0;0;0;0;0;0;0;0
17/7/21 4.00 AM;52.50;5.43;1.35;9.32;105;0;0;0;0;0;0;0;0;0;0
17/7/21 6.00 AM;26.37;8.79;2.14;13.87;53;0;0;0;0;0;0;0;0;0;0
17/7/21 8.00 AM;13.19;8.60;2.05;13.54;26;0;0;0;0;0;0;0;0;0;0
17/7/21 10.00 AM;6.35;9.02;3.03;15.46;13;0;0;0;0;0;0;0;0;0;0
17/7/21 12.00 PM;23.93;10.46;3.01;16.84;48;0;0;0;0;0;0;0;0;0;0
17/7/21 2.00 PM;11.97;7.39;2.63;13.23;24;0;0;0;0;0;0;0;0;0;0
17/7/21 4.00 PM;5.86;6.42;1.79;10.97;12;0;0;0;0;0;0;0;0;0;0
17/7/21 6.00 PM;10.50;9.80;1.85;14.41;21;0;0;0;0;0;0;0;0;0;0
17/7/21 8.00 PM;13.19;13.32;1.79;17.82;26;0;0;0;0;0;0;0;0;0;0
17/7/21 10.00 PM;17.83;8.11;1.27;11.85;36;0;0;0;0;0;0;0;0;0;0
18/7/21 12.00 AM;15.14;9.53;1.42;13.48;30;0;0;0;0;0;0;0;0;0;0
18/7/21 2.00 AM;9.77;8.24;1.22;11.90;20;0;0;0;0;0;0;0;0;0;0
18/7/21 4.00 AM;5.62;4.98;1.22;8.67;11;0;0;0;0;0;0;0;0;0;0
18/7/21 6.00 AM;7.08;6.14;1.90;10.87;14;0;0;0;0;0;0;0;0;0;0
18/7/21 8.00 AM;3.91;5.43;1.30;9.25;8;0;0;0;0;0;0;0;0;0;0
18/7/21 10.00 AM;11.72;6.79;2.17;11.91;23;0;0;0;0;0;0;0;0;0;0
18/7/21 12.00 PM;9.52;11.02;3.44;18.07;19;0;0;0;0;0;0;0;0;0;0
18/7/21 2.00 PM;39.80;5.13;1.94;9.93;80;0;0;0;0;0;0;0;0;0;0
18/7/21 4.00 PM;19.78;4.62;1.91;9.37;40;0;0;0;0;0;0;0;0;0;0
18/7/21 6.00 PM;12.45;6.47;2.47;12.07;25;0;0;0;0;0;0;0;0;0;0
18/7/21 8.00 PM;14.16;12.44;1.30;16.20;28;0;0;0;0;0;0;0;0;0;0
18/7/21 10.00 PM;50.31;11.24;1.30;15.00;101;0;0;0;0;0;0;0;0;0;0
19/7/21 12.00 AM;25.15;12.98;1.20;16.57;50;0;0;0;0;0;0;0;0;0;0
19/7/21 2.00 AM;12.45;7.51;1.19;11.14;25;0;0;0;0;0;0;0;0;0;0
19/7/21 4.00 AM;6.11;4.85;1.42;8.87;12;0;0;0;0;0;0;0;0;0;0
19/7/21 6.00 AM;2.93;8.96;1.35;12.84;6;0;0;0;0;0;0;0;0;0;0
19/7/21 8.00 AM;10.01;13.64;2.43;19.17;20;0;0;0;0;0;0;0;0;0;0
19/7/21 10.00 AM;11.72;10.46;2.64;16.33;23;0;0;0;0;0;0;0;0;0;0
19/7/21 12.00 PM;10.74;12.22;4.13;20.36;21;0;0;0;0;0;0;0;0;0;0
19/7/21 2.00 PM;43.71;5.71;2.09;10.75;87;0;0;0;0;0;0;0;0;0;0
19/7/21 4.00 PM;21.73;7.30;2.35;12.74;43;0;0;0;0;0;0;0;0;0;0
19/7/21 6.00 PM;22.71;14.46;4.14;22.60;45;0;0;0;0;0;0;0;0;0;0
19/7/21 8.00 PM;18.07;12.84;1.98;17.67;36;0;0;0;0;0;0;0;0;0;0
19/7/21 10.00 PM;11.48;6.85;1.18;10.49;23;0;0;0;0;0;0;0;0;0;0
20/7/21 12.00 AM;11.48;6.49;1.39;10.45;23;0;0;0;0;0;0;0;0;0;0
20/7/21 2.00 AM;13.43;4.33;1.34;8.23;27;0;0;0;0;0;0;0;0;0;0
20/7/21 4.00 AM;20.27;3.38;1.22;7.10;41;0;0;0;0;0;0;0;0;0;0
20/7/21 6.00 AM;14.65;8.47;1.82;13.09;29;0;0;0;0;0;0;0;0;0;0
20/7/21 8.00 AM;18.07;13.95;3.52;21.15;36;0;0;0;0;0;0;0;0;0;0
20/7/21 10.00 AM;21.98;9.42;3.80;17.07;44;0;0;0;0;0;0;0;0;0;0
20/7/21 12.00 PM;51.04;8.56;3.26;15.39;102;0;0;0;0;0;0;0;0;0;0
20/7/21 2.00 PM;25.40;7.95;2.68;13.89;51;0;0;0;0;0;0;0;0;0;0
20/7/21 4.00 PM;12.70;15.63;3.63;22.99;25;0;0;0;0;0;0;0;0;0;0
20/7/21 6.00 PM;14.65;15.07;3.43;22.13;29;0;0;0;0;0;0;0;0;0;0
20/7/21 8.00 PM;12.94;18.30;2.77;24.33;26;0;0;0;0;0;0;0;0;0;0
20/7/21 10.00 PM;10.50;10.97;0.85;14.09;21;0;0;0;0;0;0;0;0;0;0
21/7/21 12.00 AM;19.29;12.99;1.18;16.61;39;0;0;0;0;0;0;0;0;0;0
21/7/21 2.00 AM;29.30;7.42;0.95;10.71;59;0;0;0;0;0;0;0;0;0;0
21/7/21 4.00 AM;19.78;5.56;0.75;8.43;40;0;0;0;0;0;0;0;0;0;0
21/7/21 6.00 AM;13.92;13.08;1.50;16.94;28;0;0;0;0;0;0;0;0;0;0
21/7/21 8.00 AM;24.91;15.70;2.66;21.29;50;0;0;0;0;0;0;0;0;0;0
21/7/21 10.00 AM;29.06;9.80;3.05;16.11;58;0;0;0;0;0;0;0;0;0;0
21/7/21 12.00 PM;27.35;13.33;5.11;22.73;55;0;0;0;0;0;0;0;0;0;0
21/7/21 2.00 PM;52.50;10.11;3.05;16.41;105;0;0;0;0;0;0;0;0;0;0
21/7/21 4.00 PM;26.13;12.44;3.52;19.42;52;0;0;0;0;0;0;0;0;0;0
21/7/21 6.00 PM;21.25;14.00;2.87;19.95;42;0;0;0;0;0;0;0;0;0;0
21/7/21 8.00 PM;13.92;28.08;1.96;32.35;28;0;0;0;0;0;0;0;0;0;0
21/7/21 10.00 PM;17.58;27.18;1.36;30.54;35;0;0;0;0;0;0;0;0;0;0
22/7/21 12.00 AM;23.93;24.61;1.32;27.96;48;0;0;0;0;0;0;0;0;0;0
22/7/21 2.00 AM;24.91;15.76;1.18;19.08;50;0;0;0;0;0;0;0;0;0;0
22/7/21 4.00 AM;51.77;14.17;1.43;17.91;104;0;0;0;0;0;0;0;0;0;0
22/7/21 6.00 AM;25.89;20.69;2.27;25.58;52;0;0;0;0;0;0;0;0;0;0
22/7/21 8.00 AM;12.94;16.34;3.34;22.97;26;0;0;0;0;0;0;0;0;0;0
22/7/21 10.00 AM;6.35;11.30;3.36;18.07;13;0;0;0;0;0;0;0;0;0;0
22/7/21 12.00 PM;14.16;13.70;3.39;20.46;28;0;0;0;0;0;0;0;0;0;0
22/7/21 2.00 PM;43.71;7.76;2.56;13.36;87;0;0;0;0;0;0;0;0;0;0
22/7/21 4.00 PM;21.73;9.64;3.22;16.22;43;0;0;0;0;0;0;0;0;0;0
22/7/21 6.00 PM;16.12;12.58;2.75;18.38;32;0;0;0;0;0;0;0;0;0;0
22/7/21 8.00 PM;18.07;18.89;2.34;23.93;36;0;0;0;0;0;0;0;0;0;0
22/7/21 10.00 PM;9.77;15.59;1.16;18.89;20;0;0;0;0;0;0;0;0;0;0
23/7/21 12.00 AM;23.93;12.09;1.21;15.53;48;0;0;0;0;0;0;0;0;0;0
23/7/21 2.00 AM;17.09;9.53;1.21;13.03;34;0;0;0;0;0;0;0;0;0;0
23/7/21 4.00 AM;18.56;6.09;1.11;10.80;37;0;0;0;0;0;0;0;0;0;0
23/7/21 6.00 AM;20.02;19.48;2.56;26.23;40;0;0;0;0;0;0;0;0;0;0
23/7/21 8.00 AM;15.87;25.09;5.16;35.74;32;0;0;0;0;0;0;0;0;0;0
23/7/21 10.00 AM;14.90;29.67;5.95;41.46;30;0;0;0;0;0;0;0;0;0;0
23/7/21 12.00 PM;17.34;13.78;3.00;21.29;35;0;0;0;0;0;0;0;0;0;0
23/7/21 2.00 PM;15.87;11.60;2.78;18.79;32;0;0;0;0;0;0;0;0;0;0
23/7/21 4.00 PM;8.79;10.64;2.16;16.91;18;0;0;0;0;0;0;0;0;0;0
23/7/21 6.00 PM;11.97;18.86;3.83;27.55;24;0;0;0;0;0;0;0;0;0;0
23/7/21 8.00 PM;13.43;31.72;2.19;37.73;27;0;0;0;0;0;0;0;0;0;0
23/7/21 10.00 PM;13.43;28.98;1.39;33.79;27;0;0;0;0;0;0;0;0;0;0
24/7/21 12.00 AM;22.71;27.83;2.40;34.21;45;0;0;0;0;0;0;0;0;0;0
24/7/21 2.00 AM;18.32;15.42;1.22;20.17;37;0;0;0;0;0;0;0;0;0;0
24/7/21 4.00 AM;17.58;12.45;1.22;17.24;35;0;0;0;0;0;0;0;0;0;0
24/7/21 6.00 AM;9.52;16.67;1.71;22.15;19;0;0;0;0;0;0;0;0;0;0
24/7/21 8.00 AM;18.07;15.53;1.68;20.98;36;0;0;0;0;0;0;0;0;0;0
24/7/21 10.00 AM;24.42;21.20;3.06;28.69;49;0;0;0;0;0;0;0;0;0;0
24/7/21 12.00 PM;17.34;11.57;2.32;18.06;35;0;0;0;0;0;0;0;0;0;0
24/7/21 2.00 PM;21.25;10.87;2.98;18.38;42;0;0;0;0;0;0;0;0;0;0
24/7/21 4.00 PM;47.62;6.43;1.82;12.23;95;0;0;0;0;0;0;0;0;0;0
24/7/21 6.00 PM;30.53;10.14;2.54;17.00;61;0;0;0;0;0;0;0;0;0;0
24/7/21 8.00 PM;24.42;21.75;1.84;27.35;49;0;0;0;0;0;0;0;0;0;0
24/7/21 10.00 PM;26.37;12.64;1.39;17.70;53;0;0;0;0;0;0;0;0;0;0
25/7/21 12.00 AM;22.47;10.00;1.22;14.83;45;0;0;0;0;0;0;0;0;0;0
25/7/21 2.00 AM;24.18;9.06;1.02;13.59;48;0;0;0;0;0;0;0;0;0;0
25/7/21 4.00 AM;13.92;4.12;1.11;7.63;28;0;0;0;0;0;0;0;0;0;0
25/7/21 6.00 AM;21.25;5.99;0.86;9.09;42;0;0;0;0;0;0;0;0;0;0
25/7/21 8.00 AM;47.86;10.82;1.31;14.55;96;0;0;0;0;0;0;0;0;0;0
25/7/21 10.00 AM;23.93;9.05;1.33;12.83;48;0;0;0;0;0;0;0;0;0;0
25/7/21 12.00 PM;31.26;7.83;1.22;11.45;63;0;0;0;0;0;0;0;0;0;0
25/7/21 2.00 PM;15.63;3.12;1.02;6.51;31;0;0;0;0;0;0;0;0;0;0
25/7/21 4.00 PM;12.45;3.40;0.91;6.61;25;0;0;0;0;0;0;0;0;0;0
25/7/21 6.00 PM;15.14;5.60;1.23;9.28;30;0;0;0;0;0;0;0;0;0;0
25/7/21 8.00 PM;16.85;9.52;1.22;13.12;34;0;0;0;0;0;0;0;0;0;0
25/7/21 10.00 PM;16.12;6.05;1.17;9.63;32;0;0;0;0;0;0;0;0;0;0
26/7/21 12.00 AM;18.56;5.34;1.18;8.94;37;0;0;0;0;0;0;0;0;0;0
26/7/21 2.00 AM;13.92;3.83;1.12;7.35;28;0;0;0;0;0;0;0;0;0;0
26/7/21 4.00 AM;17.58;3.78;1.22;7.46;35;0;0;0;0;0;0;0;0;0;0
26/7/21 6.00 AM;19.78;27.52;1.88;31.88;40;0;0;0;0;0;0;0;0;0;0
26/7/21 8.00 AM;22.71;21.74;1.99;26.35;45;0;0;0;0;0;0;0;0;0;0
26/7/21 10.00 AM;24.18;23.73;2.42;28.97;48;0;0;0;0;0;0;0;0;0;0
26/7/21 12.00 PM;26.13;30.36;2.59;35.76;52;0;0;0;0;0;0;0;0;0;0
26/7/21 2.00 PM;16.61;13.17;1.77;17.56;33;0;0;0;0;0;0;0;0;0;0
26/7/21 4.00 PM;18.07;22.86;2.69;28.52;36;0;0;0;0;0;0;0;0;0;0
26/7/21 6.00 PM;19.29;21.16;2.67;26.82;39;0;0;0;0;0;0;0;0;0;0
26/7/21 8.00 PM;24.91;16.49;1.58;20.55;50;0;0;0;0;0;0;0;0;0;0
26/7/21 10.00 PM;27.84;12.75;1.07;16.08;56;0;0;0;0;0;0;0;0;0;0
27/7/21 12.00 AM;26.86;11.00;1.28;14.68;54;0;0;0;0;0;0;0;0;0;0
27/7/21 2.00 AM;26.37;6.16;1.20;9.77;53;0;0;0;0;0;0;0;0;0;0
27/7/21 4.00 AM;18.80;6.45;1.21;11.41;38;0;0;0;0;0;0;0;0;0;0
27/7/21 6.00 AM;10.50;20.77;2.55;27.43;21;0;0;0;0;0;0;0;0;0;0
27/7/21 8.00 AM;17.58;28.95;2.95;36.00;35;0;0;0;0;0;0;0;0;0;0
27/7/21 10.00 AM;39.56;47.18;4.54;56.20;79;0;0;0;0;0;0;0;0;0;0
27/7/21 12.00 PM;30.53;21.86;2.26;28.04;61;0;0;0;0;0;0;0;0;0;0
27/7/21 2.00 PM;22.22;17.47;1.80;23.06;44;0;0;0;0;0;0;0;0;0;0
27/7/21 4.00 PM;22.22;14.80;2.23;21.11;44;0;0;0;0;0;0;0;0;0;0
27/7/21 6.00 PM;22.22;24.12;3.31;31.84;44;0;0;0;0;0;0;0;0;0;0
27/7/21 8.00 PM;14.90;52.16;5.92;63.19;32;0;0;0;0;0;0;0;0;0;0
27/7/21 10.00 PM;26.86;20.33;1.28;25.05;54;0;0;0;0;0;0;0;0;0;0
28/7/21 12.00 AM;35.65;12.59;1.18;17.34;71;0;0;0;0;0;0;0;0;0;0
28/7/21 2.00 AM;32.72;29.76;1.62;34.76;65;0;0;0;0;0;0;0;0;0;0
28/7/21 4.00 AM;21.49;12.18;1.23;17.03;43;0;0;0;0;0;0;0;0;0;0
28/7/21 6.00 AM;27.84;23.12;2.60;29.79;56;0;0;0;0;0;0;0;0;0;0
28/7/21 8.00 AM;29.79;31.06;2.84;37.88;60;0;0;0;0;0;0;0;0;0;0
28/7/21 10.00 AM;33.46;20.73;1.96;26.48;67;0;0;0;0;0;0;0;0;0;0
28/7/21 12.00 PM;32.48;17.23;2.22;23.47;65;0;0;0;0;0;0;0;0;0;0
28/7/21 2.00 PM;28.08;11.41;2.20;17.76;56;0;0;0;0;0;0;0;0;0;0
28/7/21 4.00 PM;23.44;10.07;1.37;15.19;47;0;0;0;0;0;0;0;0;0;0
28/7/21 6.00 PM;19.78;36.89;4.96;46.82;40;0;0;0;0;0;0;0;0;0;0
28/7/21 8.00 PM;24.66;53.71;5.53;64.08;49;0;0;0;0;0;0;0;0;0;0
28/7/21 10.00 PM;29.30;28.62;1.63;33.66;59;0;0;0;0;0;0;0;0;0;0
29/7/21 12.00 AM;42.98;18.93;1.22;23.59;86;0;0;0;0;0;0;0;0;0;0
29/7/21 2.00 AM;36.14;9.23;1.22;14.13;72;0;0;0;0;0;0;0;0;0;0
29/7/21 4.00 AM;40.29;4.15;1.22;10.17;81;0;0;0;0;0;0;0;0;0;0
29/7/21 6.00 AM;33.21;15.35;1.48;21.62;66;0;0;0;0;0;0;0;0;0;0
29/7/21 8.00 AM;38.10;21.40;2.25;28.80;76;0;0;0;0;0;0;0;0;0;0
29/7/21 10.00 AM;42.49;32.14;4.11;42.25;85;0;0;0;0;0;0;0;0;0;0
29/7/21 12.00 PM;37.61;23.00;3.03;31.57;75;0;0;0;0;0;0;0;0;0;0
29/7/21 2.00 PM;29.30;11.72;1.57;18.19;59;0;0;0;0;0;0;0;0;0;0
29/7/21 4.00 PM;23.93;9.21;1.80;16.06;48;0;0;0;0;0;0;0;0;0;0
29/7/21 6.00 PM;24.91;29.34;3.01;37.80;50;0;0;0;0;0;0;0;0;0;0
29/7/21 8.00 PM;27.84;50.02;4.35;60.28;56;0;0;0;0;0;0;0;0;0;0
29/7/21 10.00 PM;27.35;39.07;2.33;46.36;55;0;0;0;0;0;0;0;0;0;0
30/7/21 12.00 AM;38.10;22.83;1.94;29.73;76;0;0;0;0;0;0;0;0;0;0
30/7/21 2.00 AM;34.92;11.61;1.45;17.88;70;0;0;0;0;0;0;0;0;0;0
30/7/21 4.00 AM;31.75;6.70;1.23;12.71;63;0;0;0;0;0;0;0;0;0;0
30/7/21 6.00 AM;30.77;21.28;2.28;28.71;62;0;0;0;0;0;0;0;0;0;0
30/7/21 8.00 AM;37.12;43.97;5.38;55.89;74;0;0;0;0;0;0;0;0;0;0
30/7/21 10.00 AM;46.89;25.90;4.03;35.96;94;0;0;0;0;0;0;0;0;0;0
30/7/21 12.00 PM;31.99;26.06;3.05;34.62;64;0;0;0;0;0;0;0;0;0;0
30/7/21 2.00 PM;31.01;15.14;3.42;24.40;62;0;0;0;0;0;0;0;0;0;0
30/7/21 4.00 PM;19.78;10.73;2.88;19.21;40;0;0;0;0;0;0;0;0;0;0
30/7/21 6.00 PM;14.90;18.08;2.08;25.25;30;0;0;0;0;0;0;0;0;0;0
30/7/21 8.00 PM;14.41;34.55;3.97;44.42;29;0;0;0;0;0;0;0;0;0;0
30/7/21 10.00 PM;22.71;35.09;1.55;41.23;45;0;0;0;0;0;0;0;0;0;0
31/7/21 12.00 AM;36.63;19.55;1.34;25.56;73;0;0;0;0;0;0;0;0;0;0
31/7/21 2.00 AM;27.84;8.41;1.22;14.38;56;0;0;0;0;0;0;0;0;0;0
31/7/21 4.00 AM;23.69;9.54;1.22;15.54;47;0;0;0;0;0;0;0;0;0;0
31/7/21 6.00 AM;35.41;17.72;1.88;24.68;71;0;0;0;0;0;0;0;0;0;0
31/7/21 8.00 AM;42.98;25.10;2.60;33.11;86;0;0;0;0;0;0;0;0;0;0
31/7/21 10.00 AM;54.46;19.19;2.61;27.25;109;0;0;0;0;0;0;0;0;0;0
31/7/21 12.00 PM;33.70;17.41;2.31;25.02;67;0;0;0;0;0;0;0;0;0;0
31/7/21 2.00 PM;28.57;6.23;1.83;13.19;57;0;0;0;0;0;0;0;0;0;0
31/7/21 4.00 PM;23.69;5.41;1.61;12.04;47;0;0;0;0;0;0;0;0;0;0
31/7/21 6.00 PM;22.22;14.95;2.35;22.65;44;0;0;0;0;0;0;0;0;0;0
31/7/21 8.00 PM;21.25;17.87;1.94;24.91;42;0;0;0;0;0;0;0;0;0;0
31/7/21 10.00 PM;21.98;9.88;1.22;15.88;44;0;0;0;0;0;0;0;0;0;0
1/8/21 12.00 AM;31.99;8.56;1.32;14.72;64;0;0;0;0;0;0;0;0;0;0
1/8/21 2.00 AM;35.16;4.82;1.22;10.86;70;0;0;0;0;0;0;0;0;0;0
1/8/21 4.00 AM;31.75;3.66;1.22;9.71;63;0;0;0;0;0;0;0;0;0;0
1/8/21 6.00 AM;34.43;7.36;1.22;13.37;69;0;0;0;0;0;0;0;0;0;0
1/8/21 8.00 AM;27.35;9.14;1.35;15.35;55;0;0;0;0;0;0;0;0;0;0
1/8/21 10.00 AM;22.22;9.24;1.86;16.23;44;0;0;0;0;0;0;0;0;0;0
1/8/21 12.00 PM;26.13;14.86;2.30;22.48;52;0;0;0;0;0;0;0;0;0;0
1/8/21 2.00 PM;21.98;4.61;1.26;10.71;44;0;0;0;0;0;0;0;0;0;0
1/8/21 4.00 PM;24.66;3.22;1.10;9.09;49;0;0;0;0;0;0;0;0;0;0
1/8/21 6.00 PM;24.42;7.78;2.08;15.10;49;0;0;0;0;0;0;0;0;0;0
1/8/21 8.00 PM;26.86;13.07;1.40;19.32;54;0;0;0;0;0;0;0;0;0;0
1/8/21 10.00 PM;28.33;11.01;1.26;17.07;57;0;0;0;0;0;0;0;0;0;0
2/8/21 12.00 AM;34.19;11.28;1.22;17.26;68;0;0;0;0;0;0;0;0;0;0
2/8/21 2.00 AM;44.93;3.00;1.23;9.06;90;0;0;0;0;0;0;0;0;0;0
2/8/21 4.00 AM;32.23;5.75;1.25;13.28;64;0;0;0;0;0;0;0;0;0;0
2/8/21 6.00 AM;32.48;17.37;1.82;25.78;65;0;0;0;0;0;0;0;0;0;0
2/8/21 8.00 AM;43.96;7.07;1.57;15.08;88;0;0;0;0;0;0;0;0;0;0
2/8/21 10.00 AM;39.80;11.02;3.00;21.23;80;0;0;0;0;0;0;0;0;0;0
2/8/21 12.00 PM;35.65;14.64;4.65;27.39;71;0;0;0;0;0;0;0;0;0;0
2/8/21 2.00 PM;55.92;7.99;2.63;17.62;112;0;0;0;0;0;0;0;0;0;0
2/8/21 4.00 PM;27.84;6.47;2.69;16.21;56;0;0;0;0;0;0;0;0;0;0
2/8/21 6.00 PM;25.40;14.75;5.96;29.50;51;0;0;0;0;0;0;0;0;0;0
2/8/21 8.00 PM;20.27;11.95;2.02;20.66;41;0;0;0;0;0;0;0;0;0;0
2/8/21 10.00 PM;16.85;9.88;1.42;17.68;34;0;0;0;0;0;0;0;0;0;0
3/8/21 12.00 AM;17.83;10.97;1.35;18.66;36;0;0;0;0;0;0;0;0;0;0
3/8/21 2.00 AM;19.29;8.43;1.16;15.82;39;0;0;0;0;0;0;0;0;0;0
3/8/21 4.00 AM;12.94;4.18;1.31;11.79;26;0;0;0;0;0;0;0;0;0;0
3/8/21 6.00 AM;17.09;13.53;2.29;22.65;34;0;0;0;0;0;0;0;0;0;0
3/8/21 8.00 AM;23.20;18.35;4.23;30.46;46;0;0;0;0;0;0;0;0;0;0
3/8/21 10.00 AM;33.21;5.76;1.99;14.42;66;0;0;0;0;0;0;0;0;0;0
3/8/21 12.00 PM;18.07;28.68;3.99;40.42;36;0;0;0;0;0;0;0;0;0;0
3/8/21 2.00 PM;51.53;23.15;3.13;33.57;103;0;0;0;0;0;0;0;0;0;0
3/8/21 4.00 PM;25.64;17.46;2.21;26.47;51;0;0;0;0;0;0;0;0;0;0
3/8/21 6.00 PM;21.98;45.81;7.76;63.36;44;0;0;0;0;0;0;0;0;0;0
3/8/21 8.00 PM;24.18;41.41;4.83;54.46;48;0;0;0;0;0;0;0;0;0;0
3/8/21 10.00 PM;33.94;19.02;1.93;27.60;68;0;0;0;0;0;0;0;0;0;0
4/8/21 12.00 AM;26.62;27.89;0.80;34.74;53;0;0;0;0;0;0;0;0;0;0
4/8/21 2.00 AM;33.94;10.84;0.64;17.43;68;0;0;0;0;0;0;0;0;0;0
4/8/21 4.00 AM;26.86;9.25;0.62;12.87;54;0;0;0;0;0;0;0;0;0;0
4/8/21 6.00 AM;21.00;17.47;1.99;23.16;42;0;0;0;0;0;0;0;0;0;0
4/8/21 8.00 AM;21.00;14.98;1.50;19.92;42;0;0;0;0;0;0;0;0;0;0
4/8/21 10.00 AM;21.98;14.05;1.74;19.36;44;0;0;0;0;0;0;0;0;0;0
4/8/21 12.00 PM;18.80;15.90;3.73;24.26;38;0;0;0;0;0;0;0;0;0;0
4/8/21 2.00 PM;18.80;8.77;1.67;13.99;38;0;0;0;0;0;0;0;0;0;0
4/8/21 4.00 PM;15.38;5.67;1.39;10.47;31;0;0;0;0;0;0;0;0;0;0
4/8/21 6.00 PM;42.49;10.04;1.90;15.61;85;0;0;0;0;0;0;0;0;0;0
4/8/21 8.00 PM;21.25;10.43;1.15;14.84;42;0;0;0;0;0;0;0;0;0;0
4/8/21 10.00 PM;10.50;5.26;0.81;9.17;21;0;0;0;0;0;0;0;0;0;0
5/8/21 12.00 AM;14.90;5.37;0.68;9.09;30;0;0;0;0;0;0;0;0;0;0
5/8/21 2.00 AM;27.59;3.59;0.62;7.22;55;0;0;0;0;0;0;0;0;0;0
5/8/21 4.00 AM;27.35;4.93;0.67;8.62;55;0;0;0;0;0;0;0;0;0;0
5/8/21 6.00 AM;35.16;24.43;2.16;30.37;70;0;0;0;0;0;0;0;0;0;0
5/8/21 8.00 AM;42.00;25.54;2.71;32.32;84;0;0;0;0;0;0;0;0;0;0
5/8/21 10.00 AM;52.99;5.93;1.52;10.93;106;0;0;0;0;0;0;0;0;0;0
5/8/21 12.00 PM;35.16;4.88;1.85;10.40;70;0;0;0;0;0;0;0;0;0;0
5/8/21 2.00 PM;28.57;2.11;1.11;6.49;57;0;0;0;0;0;0;0;0;0;0
5/8/21 4.00 PM;17.58;2.93;1.23;7.49;35;0;0;0;0;0;0;0;0;0;0
5/8/21 6.00 PM;9.77;6.31;1.36;11.07;20;0;0;0;0;0;0;0;0;0;0
5/8/21 8.00 PM;15.63;6.41;1.54;11.44;31;0;0;0;0;0;0;0;0;0;0
5/8/21 10.00 PM;20.02;1.50;1.15;5.95;40;0;0;0;0;0;0;0;0;0;0
6/8/21 12.00 AM;18.56;2.99;1.22;7.54;37;0;0;0;0;0;0;0;0;0;0
6/8/21 2.00 AM;20.27;1.77;1.06;6.08;41;0;0;0;0;0;0;0;0;0;0
6/8/21 4.00 AM;55.68;1.80;1.19;6.91;111;0;0;0;0;0;0;0;0;0;0
6/8/21 6.00 AM;27.84;6.98;1.38;12.46;56;0;0;0;0;0;0;0;0;0;0
6/8/21 8.00 AM;13.92;14.86;2.98;22.90;28;0;0;0;0;0;0;0;0;0;0
6/8/21 10.00 AM;21.25;10.78;2.69;18.32;42;0;0;0;0;0;0;0;0;0;0
6/8/21 12.00 PM;10.50;13.93;4.35;24.07;21;0;0;0;0;0;0;0;0;0;0
6/8/21 2.00 PM;5.13;5.89;2.38;12.89;10;0;0;0;0;0;0;0;0;0;0
6/8/21 4.00 PM;2.44;6.19;2.27;13.03;7;0;0;0;0;0;0;0;0;0;0
6/8/21 6.00 PM;9.52;12.15;4.38;22.31;19;0;0;0;0;0;0;0;0;0;0
6/8/21 8.00 PM;13.92;16.02;2.57;23.46;28;0;0;0;0;0;0;0;0;0;0
